BlockID_Flint,BlockID_Flint2,ward,CommercialBldgCount,CommercialBldgTotArea,Lat,Long,E_Income,M_Income,FID_2,E_Total,E_M_Total,E_MLT05,E_M05_09,E_M10_14,E_M15_17,E_M18_19,E_M20,E_M21,E_M22_24,E_M25_29,E_M30_34,E_M35_39,E_M40_44,E_M45_49,E_M50_54,E_M55_59,E_M60_61,E_M62_64,E_M65_66,E_M67_69,E_M70_74,E_M75_79,E_M80_84,E_M85up,E_F_Total,E_FLT05,E_F05_09,E_F10_14,E_F15_17,E_F18_19,E_F20,E_F21,E_F22_24,E_F25_29,E_F30_34,E_F35_39,E_F40_44,E_F45_49,E_F50_54,E_F55_59,E_F60_61,E_F62_64,E_F65_66,E_F67_69,E_F70_74,E_F75_79,E_F80_84,E_F85up,M_Total,M_M_Total,M_MLT05,M_M05_09,M_M10_14,M_M15_17,M_M18_19,M_M20,M_M21,M_M22_24,M_M25_29,M_M30_34,M_M35_39,M_M40_44,M_M45_49,M_M50_54,M_M55_59,M_M60_61,M_M62_64,M_M65_66,M_M67_69,M_M70_74,M_M75_79,M_M80_84,M_M85up,M_F_Total,M_FLT05,M_F05_09,M_F10_14,M_F15_17,M_F18_19,M_F20,M_F21,M_F22_24,M_F25_29,M_F30_34,M_F35_39,M_F40_44,M_F45_49,M_F50_54,M_F55_59,M_F60_61,M_F62_64,M_F65_66,M_F67_69,M_F70_74,M_F75_79,M_F80_84,M_F85up
block1,1,1,11,35525.45703,43.070266,-83.728011,29234,16947,0,881,370,7,68,0,0,32,0,0,0,0,0,0,24,0,43,6,11,18,8,69,30,20,5,29,511,63,11,0,39,0,0,0,0,49,24,10,26,11,10,61,9,54,40,8,30,5,42,19,272,104,12,66,10,10,51,10,10,10,10,10,10,30,10,47,12,16,20,15,51,26,31,10,32,195,71,24,10,45,10,10,10,10,57,35,19,42,17,17,53,15,46,42,12,23,10,39,25
block10,10,1,0,0,43.064229,-83.716173,29779,26096,9,520,249,65,0,0,0,0,0,0,0,36,24,7,16,0,0,38,0,16,0,36,11,0,0,0,271,0,28,0,0,0,0,0,81,0,0,0,0,0,58,0,13,28,8,23,17,15,0,0,321,178,67,10,10,10,10,10,10,10,56,42,18,26,10,10,36,10,26,10,40,21,10,10,10,160,10,45,10,10,10,10,10,77,10,10,10,10,10,69,10,20,32,14,35,24,19,10,10
block100,100,7,4,34620.77734,43.005303,-83.664936,26401,1365,99,697,244,48,18,7,13,11,0,0,0,0,11,40,13,0,0,8,0,0,0,0,18,30,27,0,453,54,80,31,0,9,0,0,11,25,42,17,12,39,0,83,0,27,0,11,0,12,0,0,337,108,41,24,14,20,18,10,10,10,10,18,46,21,10,10,12,10,10,10,10,22,32,30,10,267,60,98,51,10,15,10,10,18,27,52,22,17,59,10,47,10,27,10,19,10,18,10,10
block101,101,7,24,182764.1836,43.006735,-83.659094,49531,11071,100,654,356,0,19,44,0,0,18,0,12,23,12,0,24,39,8,32,28,8,0,12,0,0,61,16,298,25,0,0,0,0,0,0,0,10,20,7,16,44,16,9,0,0,25,18,51,15,13,29,193,128,10,29,62,10,10,29,10,19,28,21,10,34,43,13,33,34,12,10,18,10,10,37,23,101,40,10,10,10,10,10,10,10,15,31,13,23,44,23,14,10,10,26,21,40,21,19,25
block102,102,7,15,125204.6445,43.003117,-83.669835,13846,12016,101,530,240,0,34,0,29,0,0,0,0,0,38,44,23,9,22,0,22,0,0,0,0,7,0,12,290,36,29,44,12,28,0,0,0,25,0,11,22,0,39,29,11,0,0,0,1,0,0,3,223,112,10,39,10,28,10,10,10,10,10,59,42,33,14,26,10,32,10,10,10,10,18,10,19,155,36,28,45,18,28,10,10,10,29,10,17,34,10,60,27,18,10,10,10,5,10,10,6
block103,103,9,2,94035.23438,42.995855,-83.661379,42446,8061,102,1378,632,42,44,35,11,8,16,8,46,56,32,27,49,35,25,41,25,21,17,21,31,18,7,17,746,66,18,91,27,10,36,8,21,44,52,36,33,76,34,44,8,17,33,20,11,27,7,27,234,109,31,42,30,12,12,27,16,43,36,27,29,39,39,22,29,26,24,15,25,22,17,10,18,177,53,16,61,25,8,34,11,22,32,42,40,29,43,23,30,10,14,25,22,13,18,11,30
block104,104,9,19,202304.4102,42.991694,-83.658892,31250,9648,103,767,311,57,30,5,24,0,0,0,0,24,34,40,12,0,6,18,4,4,18,12,23,0,0,0,456,46,53,35,18,0,0,24,0,7,49,44,19,23,33,29,7,11,20,14,0,0,10,14,244,128,51,45,9,28,10,10,10,10,22,34,36,14,10,9,13,7,7,15,18,19,10,10,10,167,52,46,41,26,10,10,39,10,10,45,37,27,20,45,26,10,12,20,14,10,10,17,16
block105,105,9,12,157143.2539,42.998919,-83.645679,6759,3711,104,1330,635,241,53,8,24,46,26,26,22,43,15,56,11,0,14,45,0,0,0,0,5,0,0,0,695,163,99,25,24,16,61,0,43,83,9,46,45,48,0,17,0,5,0,6,0,0,0,5,349,220,123,35,15,37,34,43,40,35,47,25,48,18,10,22,35,10,10,10,10,9,10,10,10,198,108,67,28,36,25,52,10,38,60,13,36,45,43,10,21,10,8,10,11,10,10,10,9
block106,106,9,22,261337.1602,42.9919,-83.647173,15625,15445,105,828,407,70,90,71,17,17,0,0,0,37,13,0,0,36,8,30,8,10,0,0,0,0,0,0,421,55,26,44,18,0,0,0,28,75,64,46,0,6,5,15,0,29,0,5,0,0,5,0,245,156,51,58,64,27,27,10,10,10,33,17,10,10,38,13,35,13,15,10,10,10,10,10,10,132,40,40,33,25,10,10,10,35,39,44,42,10,12,10,16,10,29,10,10,10,10,9,10
block107,107,9,35,344206,42.984229,-83.673224,38929,15248,106,895,447,0,23,61,39,32,13,0,2,1,65,59,44,11,11,38,30,6,0,0,0,0,12,0,448,13,0,10,84,11,0,2,0,14,65,43,28,64,63,5,1,7,10,0,12,0,0,16,261,143,10,25,53,54,47,21,10,4,3,63,59,52,18,16,40,46,13,10,10,10,10,17,10,152,21,10,15,71,18,10,4,10,23,66,58,31,62,61,10,4,13,16,10,18,10,10,21
block108,108,9,6,9328.785156,42.986067,-83.665428,33953,10607,107,1445,579,52,44,8,0,0,0,0,53,28,24,39,23,28,64,87,7,24,28,13,0,12,22,23,866,90,83,59,27,0,0,5,39,97,17,39,35,28,87,71,0,52,10,0,12,47,28,40,396,155,65,37,13,10,10,10,10,57,44,35,43,29,30,52,72,11,24,33,19,10,18,25,30,284,83,75,54,36,10,10,16,60,77,29,41,40,26,70,46,10,51,17,10,17,59,34,55
block109,109,9,10,215599.3672,42.984999,-83.657968,34107,13423,108,827,417,41,6,27,4,0,0,0,15,53,23,42,21,10,9,85,37,7,14,0,11,0,0,12,410,26,57,0,14,52,9,0,27,7,34,16,21,8,8,24,0,18,0,0,56,9,13,11,305,149,49,14,25,6,10,10,10,24,40,30,36,22,17,14,50,48,12,22,10,20,10,10,18,189,36,60,10,26,39,15,10,35,15,30,28,23,13,14,30,10,22,10,10,33,15,18,18
block11,11,1,1,43783.66406,43.065026,-83.710028,22115,16411,10,519,192,9,0,18,9,0,0,0,35,11,0,0,0,0,36,17,0,0,0,16,24,7,10,0,327,11,13,32,0,12,0,0,28,0,9,13,8,9,51,52,10,7,6,30,29,7,0,0,202,95,13,10,27,16,10,10,10,46,17,10,10,10,10,35,18,10,10,10,18,28,12,15,10,136,16,20,36,10,19,10,10,36,10,14,19,14,13,45,45,15,12,9,19,30,10,10,10
block110,110,8,14,66357.17578,43.004942,-83.737069,22182,17994,109,809,355,13,82,95,0,0,0,0,0,19,0,12,47,35,0,30,0,0,0,0,22,0,0,0,454,0,41,0,67,0,0,0,21,98,0,0,85,55,0,15,16,14,0,42,0,0,0,0,318,123,25,74,95,10,10,10,10,10,30,10,20,52,40,10,35,10,10,10,10,37,10,10,10,210,10,63,10,91,10,10,10,32,80,10,10,92,57,10,24,24,23,10,44,10,10,10,10
block111,111,8,37,66933.54297,43.004941,-83.728728,26322,2736,110,1273,678,139,162,0,27,0,0,0,71,14,122,19,56,0,68,0,0,0,0,0,0,0,0,0,595,64,36,22,18,0,0,0,44,150,19,0,65,0,0,64,21,40,0,0,14,20,18,0,578,402,115,172,10,41,10,10,10,81,24,122,30,69,10,74,10,10,10,10,10,10,10,10,10,276,65,45,35,30,10,10,10,68,90,31,10,71,10,10,74,35,63,10,10,23,32,30,10
block112,112,8,16,49348.85547,42.998789,-83.735249,41146,24343,111,672,316,45,0,0,0,17,0,0,50,14,27,17,0,0,41,32,18,39,16,0,0,0,0,0,356,51,0,18,0,0,0,0,47,39,26,17,0,0,12,35,0,65,26,0,0,20,0,0,332,149,65,10,10,10,29,10,10,75,23,40,29,10,10,49,37,30,43,27,10,10,10,10,10,196,72,10,29,10,10,10,10,71,68,39,28,10,10,20,43,10,51,40,10,10,34,10,10
block113,113,8,18,34789.42969,42.99943,-83.728243,23451,6583,112,1377,661,70,41,0,0,0,0,0,64,108,13,82,41,20,70,64,48,17,0,0,0,0,23,0,716,12,66,0,51,17,0,14,16,43,73,0,75,30,133,55,0,28,0,41,0,0,62,0,422,239,81,50,10,10,10,10,10,75,107,21,77,47,33,79,82,47,27,10,10,10,10,38,10,237,21,52,10,69,28,10,23,25,48,80,10,97,48,99,78,10,35,10,69,10,10,53,10
block114,114,8,5,12244.29688,42.99647,-83.726548,30375,29824,113,461,315,57,45,0,0,0,0,0,0,0,45,0,0,37,0,23,16,17,0,0,0,36,0,39,146,0,0,0,0,0,0,0,0,48,0,0,19,0,0,0,0,16,0,0,0,0,21,42,329,238,88,69,10,10,10,10,10,10,10,70,10,10,43,10,35,27,25,10,10,10,44,10,44,101,10,10,10,10,10,10,10,10,75,10,10,32,10,10,10,10,27,10,10,10,10,33,45
block115,115,8,4,10128.41016,42.995573,-83.721052,106528,33271,114,1223,606,14,93,49,43,0,0,0,0,0,17,19,81,44,40,40,0,52,0,0,94,0,18,2,617,17,0,87,71,14,0,48,0,20,14,28,25,33,82,34,14,16,0,25,72,0,0,17,449,212,24,77,59,48,10,10,10,10,10,28,30,62,71,47,59,10,48,10,10,61,10,29,4,258,29,10,83,54,24,10,76,10,31,23,38,36,41,77,50,22,25,10,38,55,10,10,25
block116,116,8,1,1435.707031,43.003622,-83.713312,28125,23715,115,502,221,0,44,0,0,15,0,0,4,14,0,0,45,18,39,0,0,0,0,14,10,0,18,0,281,0,75,3,26,0,0,0,0,4,29,16,28,28,15,7,12,0,0,0,10,28,0,0,285,113,10,53,10,10,25,10,10,8,26,10,10,54,27,49,10,10,10,10,25,16,10,20,10,189,10,98,12,42,10,10,10,10,8,34,27,46,35,27,14,17,10,10,10,17,36,10,10
block117,117,8,35,54649.53906,43.005907,-83.718585,27448,11239,116,698,455,45,20,51,20,37,4,8,25,89,35,0,4,42,0,19,0,32,0,13,0,0,11,0,243,0,20,40,18,28,0,0,0,49,0,29,20,0,0,9,0,0,0,0,0,30,0,0,304,233,48,30,55,30,27,7,13,28,71,40,10,11,47,10,21,10,34,10,20,10,10,19,10,123,10,36,34,24,43,10,10,10,55,10,34,26,10,10,15,10,10,10,10,10,31,10,10
block118,118,5,10,22712.49609,43.007208,-83.703648,41250,35464,117,773,227,0,0,38,0,4,8,0,16,0,45,35,0,32,19,30,0,0,0,0,0,0,0,0,546,8,106,42,0,29,31,7,41,59,26,32,8,45,86,13,0,0,0,0,0,3,10,0,335,110,10,10,35,10,8,16,10,17,10,57,42,10,37,22,30,10,10,10,10,10,10,10,10,250,15,115,42,10,37,46,15,48,64,43,39,19,49,59,21,10,10,10,10,10,12,18,10
block119,119,8,2,6434.226563,43.001267,-83.719109,16298,10838,118,594,248,0,39,0,0,0,0,0,0,13,0,42,24,63,48,1,0,10,0,0,8,0,0,0,346,14,0,49,0,0,0,0,58,42,0,9,56,1,18,35,23,13,0,10,9,0,9,0,218,101,10,61,10,10,10,10,10,10,21,10,54,24,62,42,4,10,14,10,10,12,10,10,10,148,22,10,53,10,10,10,10,68,69,10,15,55,2,27,45,26,22,10,14,16,10,15,10
block12,12,1,6,8923.300781,43.067583,-83.700383,17031,13764,11,202,125,0,0,0,0,0,0,0,0,0,60,0,0,7,0,34,0,0,0,10,14,0,0,0,77,0,0,15,0,0,0,0,0,0,0,0,0,0,0,20,23,9,0,0,10,0,0,0,112,72,10,10,10,10,10,10,10,10,10,66,10,10,11,10,31,10,10,10,14,16,10,10,10,60,10,10,25,10,10,10,10,10,10,10,10,10,10,10,23,35,14,10,10,15,10,10,10
block120,120,5,33,131525.7813,43.004249,-83.684511,15083,7755,119,510,297,50,45,14,29,0,0,7,0,36,11,15,19,0,0,52,0,0,0,19,0,0,0,0,213,11,10,7,10,0,0,0,15,10,31,16,42,6,16,0,0,0,0,19,0,20,0,0,184,119,48,44,18,28,10,10,10,10,38,16,22,29,10,10,38,10,10,10,26,10,10,10,10,86,21,15,11,15,10,10,10,25,13,30,18,38,9,25,10,10,10,10,27,10,21,10,10
block121,121,9,52,130874.3477,42.997711,-83.678069,17308,9053,120,850,360,95,12,6,0,0,8,0,13,28,8,12,19,27,28,39,9,6,21,10,8,0,6,5,490,41,36,54,15,0,0,16,13,46,33,39,7,19,31,55,22,6,12,14,9,9,8,5,229,122,71,13,10,10,10,11,10,16,25,9,13,13,28,27,29,12,10,14,11,9,10,9,8,147,31,30,52,25,10,10,19,15,35,24,34,11,25,25,30,20,12,18,13,11,11,7,8
block122,122,9,16,17959.58984,42.99601,-83.689362,30222,14498,121,847,402,65,31,42,0,0,0,0,49,61,19,0,1,61,13,35,0,0,0,25,0,0,0,0,445,0,67,58,34,0,0,0,13,14,53,64,0,12,13,63,0,0,12,26,0,1,15,0,355,195,76,37,45,10,10,10,10,44,61,28,10,3,50,20,52,10,10,10,28,10,10,10,10,226,10,107,65,42,10,10,10,20,23,62,62,10,18,20,64,10,10,19,29,10,4,20,10
block123,123,9,18,36633.61328,42.991169,-83.687468,30129,13185,122,1497,847,65,160,93,59,47,0,0,19,50,35,9,20,137,87,24,0,0,0,13,20,0,9,0,650,82,33,37,9,9,15,0,9,150,69,23,9,38,66,36,0,0,9,0,31,0,0,25,487,337,55,201,84,63,59,10,10,23,49,40,15,22,84,64,27,10,10,10,21,21,10,14,10,228,81,39,47,14,13,25,10,15,140,78,34,15,31,64,33,10,10,15,10,27,10,10,29
block124,124,9,7,13951.1875,42.987244,-83.687875,21528,10143,123,522,199,0,0,0,24,0,11,0,0,16,0,0,51,0,48,23,0,0,0,0,0,14,0,12,323,9,0,0,23,72,0,0,0,9,35,36,63,0,12,0,12,12,0,0,12,15,13,0,212,112,10,10,10,37,10,18,10,10,19,10,10,53,10,63,27,10,10,10,10,10,22,10,19,156,14,10,10,34,77,10,10,10,14,55,55,71,10,19,10,19,18,10,10,19,23,20,10
block125,125,9,15,205261.7031,42.984049,-83.688417,26682,8027,124,809,372,0,0,43,27,27,0,0,0,0,18,24,44,56,77,9,0,1,0,0,12,11,11,12,437,43,9,9,9,10,0,0,0,33,9,13,23,35,0,64,1,36,0,12,54,13,12,52,257,154,10,10,45,40,41,10,10,10,10,22,27,51,63,71,15,10,11,10,10,18,17,20,20,139,64,15,15,14,15,10,10,10,50,15,21,25,41,10,55,11,56,10,18,41,19,19,39
block126,126,2,15,205261.7031,43.055939,-83.733208,35769,9732,13,822,407,22,13,58,16,31,0,31,0,32,15,31,16,16,12,0,0,44,15,6,28,8,13,0,415,10,8,56,8,58,0,0,0,18,37,45,36,0,36,37,18,8,0,0,19,6,7,8,290,173,35,15,51,20,38,10,48,10,30,23,36,18,20,18,10,10,40,16,11,19,12,14,10,137,18,12,40,14,64,10,10,10,30,39,39,41,10,30,24,21,13,10,10,17,10,11,11
block127,127,2,15,205261.7031,43.037496,-83.732857,34324,14798,41,1484,529,0,75,57,0,27,34,0,18,60,0,28,0,57,19,31,8,41,18,0,0,47,9,0,955,114,74,117,5,1,0,0,0,97,22,68,23,50,69,56,74,19,0,40,49,41,18,18,460,216,10,119,80,10,43,52,10,30,58,10,34,10,60,22,30,14,55,21,10,10,36,15,10,302,113,70,99,6,2,10,10,10,86,36,83,35,48,59,56,57,21,10,39,53,32,21,21
block128,128,6,15,205261.7031,43.008336,-83.738664,27766,8684,57,1426,646,30,76,127,0,0,0,0,12,31,62,104,29,36,65,38,0,0,0,0,22,0,0,14,780,0,154,47,15,0,0,34,68,60,62,111,25,13,39,82,0,0,0,13,26,0,14,17,483,288,33,66,129,10,10,10,10,19,49,67,118,31,33,60,48,10,10,10,10,24,10,10,21,255,10,110,57,25,10,10,53,73,78,69,90,40,21,44,75,10,10,10,20,30,10,21,26
block129,129,8,10,14208.44141,42.989402,-83.698805,23962,10854,125,816,315,73,0,0,0,15,14,0,0,22,13,0,38,25,16,0,0,0,0,74,25,0,0,0,501,0,64,71,89,0,0,0,19,14,0,60,0,25,13,0,48,82,0,0,16,0,0,0,385,127,91,10,10,10,22,22,10,10,35,25,10,48,37,29,10,10,10,10,95,44,10,10,10,282,10,78,88,116,10,10,10,31,27,10,76,10,40,25,10,57,108,10,10,25,10,10,10
block13,13,1,14,41829.67578,43.064223,-83.699208,17230,3925,12,741,347,40,0,46,67,0,0,0,9,34,31,17,45,0,7,22,0,0,21,8,0,0,0,0,394,9,37,19,25,0,0,9,9,48,16,27,29,18,57,8,0,7,33,9,18,8,8,0,278,146,30,10,48,51,10,10,10,14,34,40,18,45,10,10,28,10,10,33,12,10,10,10,10,153,13,44,21,29,10,10,14,13,31,26,24,35,19,45,13,10,12,32,13,29,12,12,10
block130,130,8,23,50143.25391,42.992467,-83.699794,31591,2677,126,1674,861,56,47,86,91,0,0,0,69,0,31,39,84,13,89,142,13,39,0,16,15,15,0,16,813,35,64,0,55,0,0,0,0,68,88,89,40,47,147,0,0,73,0,15,43,17,16,16,794,466,90,77,102,114,10,10,10,109,10,38,61,116,22,79,195,20,38,10,25,25,24,10,24,371,55,73,10,87,10,10,10,10,85,100,99,43,54,124,10,10,102,10,24,52,28,25,25
block131,131,8,15,41303.71484,42.98498,-83.696047,19567,4012,127,640,293,0,15,33,0,0,0,0,0,118,0,0,0,35,0,25,0,22,14,0,0,0,16,15,347,55,70,0,0,0,0,0,0,73,0,9,34,21,0,52,0,0,0,0,0,17,0,16,406,152,10,26,45,10,10,10,10,10,119,10,10,10,47,10,31,10,37,24,10,10,10,25,23,292,90,96,10,10,10,10,10,10,98,10,19,46,36,10,80,10,10,10,10,10,26,10,24
block132,132,8,5,32535.16797,42.985984,-83.701289,23724,6739,128,788,320,23,0,77,0,0,0,0,18,59,35,0,0,10,14,23,0,0,0,0,17,0,14,30,468,57,0,0,73,0,0,0,90,19,0,0,92,22,20,0,0,16,14,0,0,18,30,17,408,174,37,10,114,10,10,10,10,29,93,56,10,10,20,23,37,10,10,10,10,25,10,23,34,251,69,10,10,107,10,10,10,102,32,10,10,112,36,32,10,10,25,21,10,10,30,35,27
block133,133,8,7,104888.918,42.984272,-83.707644,0,0,129,1636,787,76,9,175,0,144,46,0,65,0,0,24,30,0,33,50,59,0,34,11,16,15,0,0,849,70,0,88,96,0,0,38,37,9,0,147,0,0,111,120,28,0,0,59,33,0,0,13,582,341,100,18,172,10,152,76,10,82,10,10,30,54,10,40,61,63,10,41,19,27,24,10,10,366,111,10,137,101,10,10,60,60,20,10,120,10,10,131,73,47,10,10,48,39,10,10,22
block134,134,5,7,83146.44141,43.029794,-83.690427,10920,4220,130,1669,773,0,41,19,58,53,24,62,64,55,27,35,36,55,44,126,22,19,20,6,7,0,0,0,896,19,37,44,55,47,10,10,128,88,39,53,52,48,114,65,10,23,0,13,34,0,0,7,170,184,10,45,18,59,45,30,50,52,57,23,35,38,46,42,52,20,18,17,9,10,10,10,10,182,20,28,71,47,48,16,16,78,60,38,52,31,30,58,42,12,34,10,14,24,10,10,11
block135,135,3,6,91009.92188,43.060565,-83.681017,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
block14,14,2,15,315710.5273,43.056051,-83.729991,35769,9732,13,822,407,22,13,58,16,31,0,31,0,32,15,31,16,16,12,0,0,44,15,6,28,8,13,0,415,10,8,56,8,58,0,0,0,18,37,45,36,0,36,37,18,8,0,0,19,6,7,8,290,173,35,15,51,20,38,10,48,10,30,23,36,18,20,18,10,10,40,16,11,19,12,14,10,137,18,12,40,14,64,10,10,10,30,39,39,41,10,30,24,21,13,10,10,17,10,11,11
block15,15,2,0,0,43.057941,-83.726333,27750,12449,14,822,353,0,57,37,22,0,41,0,31,5,9,32,11,31,0,18,0,36,0,7,16,0,0,0,469,20,34,49,7,13,0,0,16,9,87,7,6,33,28,8,9,46,33,24,7,6,8,19,327,175,10,52,37,33,10,49,10,47,11,16,40,15,32,10,31,10,28,10,10,16,10,10,10,203,23,43,44,13,19,10,10,21,14,64,13,11,42,41,12,15,61,33,21,11,8,12,29
block16,16,2,27,90106.30859,43.057913,-83.718809,21250,15750,15,375,240,35,25,0,0,0,0,26,9,43,0,13,0,8,28,7,0,7,0,8,0,31,0,0,135,0,0,0,0,0,0,0,8,26,0,0,0,29,0,29,19,8,9,0,7,0,0,0,171,115,42,37,10,10,10,10,29,16,50,10,18,10,14,30,11,10,12,10,11,10,38,10,10,72,10,10,10,10,10,10,10,13,39,10,10,10,48,10,35,20,12,14,10,11,10,10,10
block17,17,2,2,5502.929688,43.057729,-83.711768,44844,12688,16,275,132,0,13,0,0,0,13,0,0,16,0,16,15,0,7,0,0,13,18,9,0,12,0,0,143,18,0,0,0,14,10,0,0,7,0,13,0,0,13,25,8,22,0,13,0,0,0,0,228,125,10,23,10,10,10,21,10,10,35,10,23,31,10,11,10,10,27,20,17,10,17,10,10,118,31,10,10,10,24,17,10,10,11,10,23,10,10,18,27,14,34,10,17,10,10,10,10
block18,18,2,3,8297.976563,43.057587,-83.707394,0,0,17,423,161,0,0,39,0,0,0,0,0,28,0,27,0,0,18,20,9,10,10,0,0,0,0,0,262,0,10,0,0,47,0,0,15,11,0,0,50,0,23,15,0,9,0,40,25,0,17,0,244,99,10,10,32,10,10,10,10,10,45,10,42,10,10,27,25,15,17,17,10,10,10,10,10,183,10,16,10,10,64,10,10,23,18,10,10,69,10,35,20,10,14,10,54,44,10,27,10
block19,19,1,1,2734.269531,43.057706,-83.702227,0,0,18,449,203,0,10,9,0,20,0,0,0,0,42,31,0,0,19,25,0,0,30,0,0,17,0,0,246,60,30,0,0,0,0,0,0,30,0,0,0,19,15,56,0,9,0,0,27,0,0,0,374,124,10,15,15,10,32,10,10,10,10,70,47,10,10,26,27,10,10,48,10,10,26,10,10,285,146,58,10,10,10,10,10,10,64,10,10,10,22,22,47,10,16,10,10,30,10,10,10
block2,2,1,0,0,43.071036,-83.721603,29880,7834,1,863,424,32,0,0,19,0,0,43,0,33,53,44,32,55,11,0,25,9,28,12,28,0,0,0,439,80,31,15,0,15,0,0,33,40,39,0,15,22,0,28,0,18,19,18,10,38,18,0,323,168,43,10,10,30,10,10,47,10,55,62,35,44,53,18,10,26,14,37,17,27,10,10,10,218,117,47,24,10,23,10,10,49,40,51,10,24,35,10,25,10,19,28,17,17,35,21,10
block20,20,1,15,25982.65234,43.057809,-83.697135,42852,14189,19,491,291,11,0,42,0,0,0,0,25,23,36,69,18,19,28,2,1,3,0,1,12,1,0,0,200,0,0,0,0,21,0,0,0,11,0,0,48,0,23,18,0,40,0,13,12,14,0,0,299,172,18,10,62,10,10,10,10,40,39,46,81,31,25,43,4,3,4,10,2,18,2,10,10,144,10,10,10,10,26,10,10,10,16,10,10,69,10,29,30,10,60,10,18,20,24,10,10
block21,21,2,13,37486.51172,43.052359,-83.726988,24698,21494,20,329,97,20,0,0,0,0,0,0,0,52,0,0,0,0,0,10,0,0,0,0,15,0,0,0,232,0,42,0,0,0,0,0,0,34,9,53,10,11,0,7,23,0,0,43,0,0,0,0,210,75,34,10,10,10,10,10,10,10,61,10,10,10,10,10,16,10,10,10,10,25,10,10,10,165,10,50,10,10,10,10,10,10,48,16,73,17,17,10,12,34,10,10,58,10,10,10,10
block22,22,2,1,1766.3125,43.052154,-83.717964,16837,3596,21,555,261,9,15,44,0,0,0,27,0,15,0,0,0,13,65,0,26,32,15,0,0,0,0,0,294,0,13,52,19,18,0,14,0,0,16,30,11,55,31,11,8,7,0,0,0,9,0,0,265,141,15,25,36,10,10,10,37,10,24,10,10,10,22,81,10,39,54,24,10,10,10,10,10,146,10,23,46,25,25,10,22,10,10,26,32,19,82,28,18,14,13,10,10,10,15,10,10
block23,23,2,4,3793.515625,43.048464,-83.715932,0,0,22,250,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,240,0,0,7,7,0,0,0,0,0,0,50,7,0,66,27,0,18,15,0,0,0,43,0,192,16,10,10,10,10,10,10,10,10,10,10,10,10,10,10,16,10,10,10,10,10,10,10,10,193,10,10,13,13,10,10,10,10,10,10,62,12,10,69,38,10,28,24,10,10,10,53,10
block24,24,2,24,45895.95313,43.04828,-83.727695,20592,16845,23,908,535,95,82,0,0,56,0,0,0,25,81,0,100,19,27,34,0,0,16,0,0,0,0,0,373,35,22,88,0,0,0,0,0,40,37,48,0,26,21,32,9,0,0,0,0,0,15,0,357,212,81,61,10,10,62,10,10,10,40,67,10,73,30,44,32,10,10,27,10,10,10,10,10,172,42,35,87,10,10,10,10,10,45,37,51,10,39,33,40,14,10,10,10,10,10,24,10
block25,25,2,4,4652.234375,43.04829,-83.720918,29048,18136,24,351,191,41,20,57,10,0,0,0,0,35,0,0,0,0,28,0,0,0,0,0,0,0,0,0,160,0,0,0,0,21,0,0,0,20,0,0,21,12,38,10,0,0,0,23,15,0,0,0,217,139,62,38,76,17,10,10,10,10,49,10,10,10,10,44,10,10,10,10,10,10,10,10,10,97,10,10,10,10,38,10,10,10,29,10,10,38,19,44,16,10,10,10,33,22,10,10,10
block26,26,3,6,15720.30078,43.04861,-83.702615,0,0,25,449,257,13,35,0,25,16,0,0,10,0,0,0,15,0,58,29,32,13,0,0,0,0,6,5,192,0,0,8,0,0,0,0,20,35,22,0,0,0,27,7,0,7,0,0,33,6,0,27,144,111,20,27,10,24,24,10,10,15,10,10,10,21,10,35,35,27,19,10,10,10,10,9,10,72,10,10,11,10,10,10,10,32,42,32,10,10,10,21,10,10,10,10,10,29,9,10,19
block27,27,3,4,5802.015625,43.05183,-83.699996,22098,10009,26,410,231,0,19,0,0,0,0,10,10,1,10,0,51,1,16,33,20,35,6,5,7,6,0,1,179,0,22,0,0,14,0,0,0,8,0,8,14,0,37,29,14,0,0,7,6,6,14,0,144,97,10,23,10,10,10,10,16,17,2,14,10,36,3,15,40,23,35,9,7,9,9,10,2,76,10,23,10,10,21,10,10,10,13,10,12,20,10,29,27,20,10,10,10,9,10,15,10
block28,28,2,19,44008.83984,43.042304,-83.72977,45458,12477,27,446,221,24,0,0,0,0,0,0,0,0,40,0,10,0,0,50,9,55,0,21,0,0,0,12,225,19,0,22,0,0,3,0,0,30,11,0,14,0,18,45,0,12,26,13,0,0,0,12,185,97,28,10,10,10,10,10,10,10,10,51,10,16,10,10,44,15,51,10,22,10,10,10,19,104,28,10,36,10,10,10,10,10,34,17,10,21,10,24,31,10,18,34,20,10,10,10,20
