VISIT_AREA_NM,REVISIT_INTENTION,RCMDTN_INTENTION,X_COORD,Y_COORD,Total_value
테라로사 사천점,8,8,128.8850279,37.82237031,16
테라로사 서종점,16,17,127.3552854,37.62469803,33
테라로사 코엑스점,8,8,127.0594265,37.51166097,16
테라로사 포스코센터점,5,5,127.0558798,37.50596474,10
테라로사 한남점,4,4,127.4292323,36.48685981,8
테라로사서종,5,5,126.2292343,33.23848105,10
테라스룸,3,4,127.0426714,37.52464265,7
테라코타 용산점,3,3,126.964521,37.52986184,6
테르메덴,37,38,127.4459522,37.19472696,75
테르메덴 실외온천풀,15,15,127.4458425,37.19447508,30
테르트르카페,5,5,127.0112257,37.57822138,10
테마모텔,5,5,126.9649199,37.5669813,10
테이블32,10,9,126.8988606,37.48318064,19
테이블에이 본점,2,3,126.9295169,37.55405959,5
테이스티,5,5,127.4961068,37.67571942,10
테이크웨이브,5,5,127.0603996,37.28697277,10
테이크호텔,42,43,126.8832183,37.41913482,85
테일러커피 서교점,3,3,126.9276023,37.55386742,6
테크노마트,11,10,127.0956855,37.53572095,21
텍사스로드하우스 현대프리미엄아울렛 김포점,4,4,126.7864677,37.59918226,8
텍사스로드하우스 현대프리미엄아울렛 송도점,3,3,126.6576731,37.38181914,6
텍사스로드하우스 현대프리미엄아울렛 스페이스원점,5,5,127.1524281,37.61625883,10
텐8,5,5,126.9864153,37.57716877,10
텐동식당,3,3,127.0548936,37.543301,6
텐코인노래연습장 송산그린시티본점,3,3,126.8172261,37.28545767,6
텐트인더시티,5,5,126.8724186,37.14725237,10
텐퍼센트커피안국점,5,4,128.5915526,38.20426919,9
템플,4,4,126.9295279,37.55442541,8
토가,6,6,126.7402667,37.77747995,12
토끼네잡화상점,5,5,127.0432769,37.24804626,10
토끼정 KTX서울역사점,2,2,126.9700541,37.55593829,4
토끼정 수원역사점,4,4,127.0002931,37.26604801,8
토닭토닭 숯불닭갈비,4,4,127.5208326,37.8641936,8
토담,7,8,127.4264326,37.5153447,15
토담골,4,5,126.8740387,35.19736235,9
토라비,5,5,126.9255772,37.55549517,10
토리카미,5,5,126.9914848,37.56532837,10
토마스모어,10,10,127.0026816,37.53790406,20
토방,3,4,126.838823,37.38491054,7
토속음식뜰사랑 판교직영점,4,4,127.0767352,37.39094043,8
토속촌삼계탕,14,14,126.9714945,37.57772293,28
토요코인호텔 부산서면,5,5,129.0640237,35.15793797,10
토요코인호텔 서울동대문2,13,13,127.0078201,37.56449319,26
토요코인호텔 영등포점,8,8,126.9120126,37.5176222,16
토요코인호텔 인천부평점,10,10,126.7220705,37.49044566,20
토우드,5,6,127.0533093,37.54286738,11
토이로봇관,2,2,127.6920865,37.89208728,4
토이저러스 파주점,3,3,126.6931692,37.71967886,6
토이쩔어스,5,5,127.065799,37.54006168,10
토이킹덤 스타필드 하남점,3,3,127.2238942,37.54488722,6
토종순대가,2,2,127.6399841,37.26509312,4
토토가요,1,1,127.024835,37.50156763,2
토평메주콩,5,5,127.1463387,37.58376242,10
토향,6,8,126.6898923,37.78195936,14
톤티커피,5,5,126.9863054,37.57764269,10
톨장군네,4,4,127.0446908,37.38039779,8
통나무집 숯불닭갈비,2,3,127.7825735,37.93017906,5
통나무집닭갈비 3호점,8,9,127.7834141,37.93029058,17
통복시장,7,6,127.0834654,36.9968497,13
통의동단팥,4,4,126.9722415,37.57795737,8
통인시장,41,44,126.9700261,37.58077513,85
통일동산 장어마을,5,5,126.6900634,37.78502578,10
통일동산두부마을,14,15,126.6887071,37.78306442,29
통일바라기축제,1,1,126.8585117,37.98620634,2
통큰만두전골,5,5,126.8506672,37.66505827,10
통큰손쭈꾸미마을 배곧점,5,5,126.727918,37.36950984,10
통큰칼국수,5,5,127.0188862,37.27597597,10
통큰횟집,5,5,127.4437545,37.25181436,10
통통돼지뽈살,2,3,126.9241318,37.55564652,5
통툰 영등포점,5,4,126.90731,37.51789251,9
퇴근길,10,10,127.5140065,37.82611365,20
퇴촌갈비밥,5,5,127.3506536,37.47761652,10
투다리 거여역점,5,3,127.1461617,37.49314732,8
투다리 복돼지점,5,5,126.7856254,37.49517862,10
투로맨틱버즈펜션,5,5,127.1559371,37.80140696,10
투버드스튜디오,1,1,127.0308769,37.57422287,2
투스텝,3,3,126.9300849,37.48508365,6
투썸플레이스 가산대성디폴리스점,2,2,126.8772822,37.47981746,4
투썸플레이스 강남대륭타워점,2,3,127.0293256,37.49518748,5
투썸플레이스 고모호수점,4,4,127.1649393,37.79532674,8
투썸플레이스 고양삼송미디어시티점,4,4,126.8978007,37.64923142,8
투썸플레이스 공덕풍림빌딩점,5,5,126.9522206,37.54634851,10
투썸플레이스 광릉수목원점,4,4,127.1660446,37.77374536,8
투썸플레이스 마포공덕점,4,4,126.9543133,37.54767741,8
투썸플레이스 마포대로점,5,5,126.9483005,37.54184907,10
투썸플레이스 마포역점,5,5,126.9471137,37.54001861,10
투썸플레이스 명동L7점,4,4,126.9869727,37.56140142,8
투썸플레이스 명동역점,1,1,126.9856374,37.560175,2
투썸플레이스 미사호수공원점,1,3,127.1882433,37.56663822,4
투썸플레이스 삼성역점,1,1,127.0610296,37.50786692,2
투썸플레이스 상암MBC점,3,3,126.890988,37.58111963,6
투썸플레이스 서린동청계광장점,8,6,126.9795005,37.56941021,14
투썸플레이스 서울대점,8,8,126.9482162,37.45920426,16
투썸플레이스 서종리버사이드점,1,1,127.3537332,37.62463512,2
투썸플레이스 성수낙낙점,4,4,127.0652799,37.5467681,8
투썸플레이스 송파구청사거리점,8,10,127.1072486,37.51509789,18
투썸플레이스 수원고등점,5,5,127.0019799,37.27399788,10
투썸플레이스 수원역로데오점,9,9,127.0053327,37.26833653,18
투썸플레이스 신림역점,4,4,126.9298269,37.48538894,8
투썸플레이스 압구정CGV점,3,3,127.0294241,37.52420521,6
투썸플레이스 여주강변점,10,10,127.6500037,37.29337935,20
투썸플레이스 영등포역점,5,5,126.9069156,37.51671189,10
투썸플레이스 예금보험공사점,4,4,126.9808817,37.56856351,8
투썸플레이스 용산아이파크몰점,2,3,126.9651728,37.52939531,5
투썸플레이스 은평한옥마을점,5,5,126.9392776,37.64231528,10
투썸플레이스 을지로입구역점,5,5,126.9834406,37.56515813,10
투썸플레이스 인덕원역점,3,3,126.9746871,37.40295071,6
투썸플레이스 장안점,4,3,127.0683768,37.56752893,7
투썸플레이스 제일제당사옥점,4,3,127.003253,37.56397353,7
투썸플레이스 종각역점,5,5,126.9853955,37.56995619,10
투썸플레이스 킨텍스꿈에그린점,3,3,126.7490091,37.66523534,6
투썸플레이스 팔당점,5,5,127.2283072,37.56747934,10
투썸플레이스 평택리버타워점,4,4,126.9811368,36.99302542,8
투썸플레이스 학동사거리점,4,4,127.0395691,37.52393104,8
투썸플레이스 화성북양DT점,4,4,126.845187,37.22312556,8
투파인드피터 범계점,5,5,126.9550219,37.3906252,10
투헌드레드,5,5,127.0221601,37.51991802,10
툴롱,5,5,126.6435519,37.38596986,10
트니트니어드벤처,5,5,127.4032402,37.71391426,10
트라이보울,9,11,126.6350093,37.39420434,20
트래고드,2,3,127.034141,37.48600221,5
트레든베이커리카페,1,3,127.1101841,37.81349094,4
트레블로지 명동을지로점,5,5,126.9893692,37.56662203,10
트레블로지동대문호텔,4,4,127.0018835,37.56641346,8
트로이,4,4,126.9939945,37.53389088,8
트리뷰카페,3,4,127.3739086,37.12438416,7
트리쉐이드호텔,6,6,127.0059537,37.56536817,12
트리캠핑장,5,5,126.5153308,37.25650874,10
트리플스트리트,66,66,126.6609975,37.37999514,132
트리플에이커피 신당점,5,5,127.01488,37.56678465,10
트윈캐슬오피스텔,9,9,126.9693597,37.45037813,18
트윈하우스카페,4,4,127.1883193,37.74709736,8
틈새라면 신촌점,3,2,126.9373551,37.55692198,5
틈새라면 이천터미널점,5,5,127.4469313,37.27744226,10
티노마드 모리,7,7,126.9009166,37.55555814,14
티로헤어,4,3,129.0646834,35.48828455,7
티롤관광호텔,1,1,127.0169849,37.51504445,2
티볼리빌펜션,5,5,127.235038,37.76961686,10
티앤림 레포츠파크,3,3,128.3137168,34.90836951,6
티오엠 1관,5,5,127.0036455,37.58227453,10
티프,5,5,127.0043237,37.5642492,10
티하우스레몬 신반포점,4,4,127.0070517,37.50606695,8
틴틴홀,14,14,127.0035549,37.58160059,28
팀호완 삼성점,12,13,127.0568475,37.51142707,25
팀호완 잠실점,9,8,127.0981404,37.51131078,17
파네트리 제과명장 김영모,2,3,127.1040571,37.42003871,5
파도마루,4,4,126.5683501,37.28125447,8
파도횟집,4,5,126.5718656,37.28568951,9
파라다이스시티,8,8,126.4557647,37.43722223,16
파라다이스시티 레드윙,5,5,126.4561747,37.43786653,10
파라다이스시티 원더박스,5,5,126.4573003,37.43657966,10
파라다이스시티 플라자,4,4,126.4583317,37.43709977,8
파랑,5,5,127.0529859,37.58479809,10
파랑새네거리,5,5,127.3794979,36.35359833,10
파랑씨어터,5,5,127.0024726,37.5824872,10
파레스모텔,4,4,127.0352549,37.56321508,8
파로마가구 마석가구공단점,3,3,127.2843364,37.65361813,6
파롤앤랑그 연남본점,10,10,126.9228557,37.56498993,20
파르나스몰,7,8,127.0608317,37.50930683,15
파리공원,4,4,126.8771616,37.5347678,8
파리바게뜨 가야현대점,4,4,129.0415599,35.15588649,8
파리바게뜨 가평점,5,5,127.5138532,37.82989109,10
파리바게뜨 강남서초점,3,3,126.9462883,35.9402174,6
파리바게뜨 경복궁역점,3,3,126.9722715,37.57665454,6
파리바게뜨 광교중흥점,10,10,127.0566015,37.28384985,20
파리바게뜨 남양중앙점,3,3,126.8322748,37.20974904,6
파리바게뜨 덕소도심점,3,3,127.2206594,37.57953476,6
파리바게뜨 부천도당점,5,5,126.792466,37.52001708,10
파리바게뜨 성결대사거리점,3,3,126.9336694,37.38367817,6
파리바게뜨 세종반곡점,4,4,127.3116255,36.49807752,8
파리바게뜨 안산네오빌루비점,3,4,126.8325419,37.31252762,7
파리바게뜨 역삼특허청점,3,3,127.0316414,37.49736371,6
파리바게뜨 제주공항렌터카하우스점,3,3,126.4919499,33.50469721,6
파리바게뜨 평택중앙점,4,4,127.0877824,36.9927755,8
파머스대디 영동,5,5,127.3784604,37.47667296,10
파머스빌리지플러스 양주점,4,5,127.076043,37.80716527,9
파머스테이블,5,5,126.6954999,37.79030786,10
파미어스몰,13,13,127.0983285,37.41316254,26
파미에스테이션,24,24,127.0042795,37.50318477,48
파사성,9,9,127.5493075,37.41122364,18
파사성주차장,3,3,127.5437489,37.40669023,6
파스쿠찌 까치산역점,5,5,126.8477692,37.53049886,10
파스쿠찌 여의도KBS본관점,5,5,126.9176476,37.52623625,10
파스쿠찌 유명산DI점,4,4,127.4940965,37.59950164,8
파스타마켓,7,8,126.9980784,37.571386,15
파스타바코 본점,3,3,126.9263339,37.55938074,6
파스타집이야 송파점,3,3,127.1090285,37.5131537,6
파스텔커피웍스 서촌점,5,5,126.9687771,37.57873316,10
파슬리,3,5,127.0497583,37.73632115,8
파운드리 서울,4,4,126.9985291,37.53546237,8
파육칼,5,5,127.4761092,37.50051709,10
파이리퍼블릭,3,3,126.9257726,37.55930471,6
파이어벨 심팩트 롯데프리미엄아울렛 타임빌라스점,4,4,127.00952,37.37598632,8
파이키,10,10,126.9923883,37.57388969,20
파이프그라운드,8,7,127.0029871,37.53958893,15
파인시티호텔,3,3,128.8991513,37.76080896,6
파인트리글램핑&캠핑장,5,5,127.3642428,38.02069144,10
파인힐커피하우스,10,10,127.0441842,37.92418701,20
파주 그라체호텔 금촌점,8,8,126.7724058,37.76424551,16
파주 삼릉,5,5,126.8028655,37.55894903,10
파주DMZ곤돌라,3,4,129.2848194,35.83630295,7
파주골토박이순두부,5,5,127.2771197,38.02700036,10
파주공룡박물관,4,4,126.6969726,37.79109189,8
파주놀이구름,5,5,126.7591481,37.72283775,10
파주닭국수 가평점,4,3,127.506101,37.85204827,7
파주닭국수 배곧베니스스퀘어점,3,3,126.7306652,37.36810242,6
파주닭국수 파주본점,6,8,126.7856499,37.76981848,14
파주닭국수 풍동점,3,3,126.8005048,37.66658604,6
파주디엠지곤돌라,4,4,126.7402783,37.89144959,8
파주롯데프리미엄아울렛,5,5,126.9405375,33.45913497,10
파주삼릉,5,4,126.8329587,37.74453465,9
파주신세계프리미엄아울렛 전기차충전소(테슬라전용),5,5,126.6933269,37.76997657,10
파주옥 미리내직영점,5,5,127.2465015,37.10820286,10
파주임진각평화곤돌라,5,5,126.7402738,37.89144778,10
파주임진각평화곤돌라 DMZ탑승장,4,4,126.7322787,37.89540303,8
파주장단콩웰빙마루,9,9,126.684464,37.77714284,18
파주축산한우마을 본점,4,4,126.9167221,37.95672935,8
파주출판도시,16,17,126.6866399,37.7090807,33
파주출판도시 자유로휴게소 주차장,5,4,126.6842671,37.69953849,9
파주출판도시 휴게소,4,4,128.5642605,37.78677952,8
파주코다리,5,5,126.7324866,37.70687633,10
파주팜랜드,1,1,126.6923823,37.81004694,2
파주프리미엄아울렛,119,119,126.6963345,37.76947081,238
파츠 강남N점,3,3,127.0323662,37.49993319,6
파크마린호텔,10,10,126.7348063,37.4010441,20
파크뷰테라스호텔,10,10,126.7620566,37.71639902,20
파크프리베,4,4,127.0609832,37.70623422,8
파크하얏트 서울,25,25,127.0642831,37.50873196,50
파크하얏트서울 더라운지,5,5,127.0641699,37.50860588,10
파타고니아 더현대서울점,5,5,126.9284008,37.52598287,10
파타고니아 서울가로수길직영점,5,5,127.0236916,37.51936811,10
파타타,4,4,127.3395975,37.34566086,8
파트브리제,4,4,127.0155553,37.28622848,8
파티세리아파리,4,4,127.0630135,37.28682995,8
파티세리희원,3,3,126.9876058,37.57927002,6
파티오세븐,20,19,127.0293062,37.51780992,39
파티웨딩유,6,6,126.9953593,37.27152084,12
파티즈호텔,5,5,126.9716561,37.28173173,10
파파밸리,5,5,127.0042932,37.50528231,10
파파스차이나,5,5,127.0510569,37.74390316,10
파파야리프,5,5,127.0276515,37.50296897,10
파평코스모스축제,7,8,126.813468,37.89007113,15
판곡초등학교,3,3,127.2417865,37.65998384,6
판교박물관,5,5,127.0955614,37.40107222,10
판교역,9,9,127.7702147,34.45373702,18
판교역 1번출구 앞 포장마차,4,4,126.4167048,33.25798111,8
판교역 신분당선,27,27,127.1111978,37.39477753,54
판교환경생태학습원,3,4,127.1038176,37.39959119,7
판다익스프레스 IFC몰점,5,5,126.9254995,37.52549003,10
팔각도 수원인계점,3,4,127.3145153,37.99597034,7
팔각도 영등포점,10,10,126.9085324,37.51728168,20
팔각도 하남 미사역점,5,5,127.1906623,37.56536844,10
팔공티 송도밀레니엄점,4,4,126.651219,37.39572372,8
팔달구청 주차장,2,3,127.020178,37.28279213,5
팔달문,5,5,127.016742,37.27756753,10
팔달문시장,69,67,127.0176665,37.27720338,136
팔달문화센터,4,4,127.0184889,37.28330509,8
팔달산,13,13,127.0099117,37.28073606,26
팔당남원추어탕 조개울점,5,5,127.2542975,37.54129735,10
팔당역 경의중앙선,10,10,127.2439662,37.54735943,20
팔당원조칼제비 도곡점,5,5,126.9065633,35.03920218,10
팔당제빵소,7,7,127.2348208,37.55973604,14
팔당초계국수 본점,21,21,127.2547178,37.54110544,42
팔딱산,4,5,127.012532,37.2867222,9
팔레드신,4,5,126.9795371,37.55973352,9
팔레센트,26,29,127.014807,37.28871725,55
팔미도유람선,5,5,126.6017677,37.45555328,10
팔백집,5,5,127.019837,37.58947726,10
팔베개,5,5,127.0130583,37.28453664,10
팔봉산관광지,4,4,127.6954961,37.70185629,8
팔선생,4,4,126.9633421,37.39562694,8
팔숲,4,4,127.2390334,37.5632775,8
팔월잔칫날,5,5,127.107616,37.54800481,10
팔월팔일,4,4,127.1284205,37.53990116,8
팔진향 디큐브점,3,4,126.8895658,37.50916455,7
팔팔낙지본점,2,3,129.2177684,35.1920185,5
팜비치펜션,3,3,126.3798632,37.4416444,6
팜스마트,3,3,126.8920076,37.59473096,6
팜호텔,3,4,126.7215322,37.35255662,7
팟알,13,13,126.6205768,37.4739074,26
팡팡노래연습장,5,4,126.8033944,37.437198,9
팥고당 롯데몰수원점,3,3,126.9974206,37.26403685,6
패킷,3,3,127.0354329,37.50891172,6
패터슨커피,10,10,127.0115158,37.28507562,20
팩토리공공공,3,4,127.011739,37.28474401,7
팬케이크 지비지컬러인,5,5,127.1093961,37.32137701,10
팬케익팬트리,2,3,127.0676113,37.53210932,5
팻어케이크,8,9,127.110172,37.50929274,17
팽성 제1공영주차장,5,5,127.0460806,36.95735389,10
퍼먼트,10,10,127.0427519,37.54663515,20
퍼센트아라비카,3,3,127.0597433,37.51173289,6
퍼센트아라비카 1호점,9,10,127.0600811,37.50991269,19
퍼스널커피,5,5,126.9037402,37.55472615,10
퍼스널테라피연구소,5,5,127.1922239,37.5492991,10
퍼스트가든,29,32,126.7946254,37.73207316,61
퍼스트보드게임카페 구월점,5,5,126.7017095,37.44453471,10
퍼스트파티오,7,9,127.5143969,37.81477532,16
퍼키드,4,4,127.0115733,37.28509904,8
퍼틴 판교점,5,5,127.0971545,37.41205616,10
퍼퓰러,5,5,127.006565,37.56597721,10
퍼프x오지코스트,9,9,126.922245,37.5601755,18
펀비어킹 송파가락로점,3,3,127.1136336,37.50375369,6
펀비어킹 파주산내마을점,5,6,126.7359009,37.72899024,11
펀시티,5,5,127.068792,37.54142859,10
펀타임 대학로,4,2,127.0002581,37.58338101,6
페럼타워,2,2,126.9841261,37.56698544,4
페리카나 양평용문점,2,3,127.5937602,37.48365469,5
페메종,10,10,127.1063578,37.51382648,20
페어링하우스,9,9,127.1899569,37.5625828,18
페어몬트 앰배서더 서울,37,37,126.9385418,37.52254478,74
페어몬트 앰배서더 서울 골드라운지,3,3,126.9291142,37.52519132,6
페어몬트 앰배서더 서울 더 아트리움 라운지,1,1,126.9291131,37.52519132,2
페어몬트 앰배서더 서울 스펙트럼,15,15,126.9291142,37.52519132,30
페어필드 바이메리어트 서울,13,13,126.9092816,37.51699304,26
페이브베이커리 미사역점,4,4,127.1919569,37.56438876,8
페이스갤러리,5,5,127.0011315,37.53848974,10
페이퍼돌메이트아틀리에,3,4,127.0437973,37.54635996,7
페이퍼마쉐,5,5,126.9794778,37.56951833,10
페이퍼플레이트,5,5,127.0566951,37.54173775,10
페이페이 스타필드하남점,8,8,127.2237408,37.54543532,16
페인트커피&바,5,5,127.0046196,37.58917971,10
펜션마루,4,4,127.368659,37.69072206,8
펜타커피랩,4,5,127.3174798,37.38320665,9
펠리씨떼,3,3,126.6851097,37.79083013,6
펠리체가든,3,3,127.1540445,37.10990525,6
펠트커피 광화문점,5,5,126.9789205,37.57098054,10
편백가원 롯데백화점 영등포점,3,4,126.9076657,37.51566731,7
편백가원 일산백석점,2,2,126.7861045,37.64335964,4
편백집 롯데몰김포공항점,5,5,126.8032051,37.56323383,10
평강랜드,9,9,127.1602439,37.38974204,18
평강이네김치전문점,5,5,127.4577865,37.716718,10
평래옥,5,5,126.9903655,37.56491022,10
평양면옥,5,5,127.017085,37.27850096,10
평양면옥 송추점,5,5,126.9821312,37.72034437,10
평양면옥 의정부본점,5,5,127.04752,37.73092166,10
평양손만두 운정점,4,4,126.7635871,37.72763629,8
평양옥,3,3,126.6875211,37.78166479,6
평양초계탕막국수,4,4,127.4195246,37.50147942,8
평이담백 뼈칼국수 방이점,5,5,127.1253912,37.50928117,10
평장원 남문점,3,4,127.019037,37.27461538,7
평창갈비 마석점,5,5,127.2921917,37.66456925,10
평창휴게소 강릉방향,4,4,128.4529472,37.60536697,8
평촌로데오거리,5,5,126.9535426,37.39062462,10
평촌수산,5,5,126.9700783,37.38181435,10
평촌역 4호선,12,12,126.963808,37.39423951,24
평촌역광장,5,5,126.963948,37.39436209,10
평촌중앙공원,12,12,126.9591892,37.3900032,24
평택가로수길센트럴돔,4,4,127.1125177,36.99917574,8
평택고속버스터미널,10,9,127.0869087,36.99097397,19
평택국제중앙시장,8,9,127.0527455,37.0807233,17
평택남부문예회관 대공연장,4,4,127.1140841,36.99113119,8
평택대학교,9,9,127.1333153,36.9949831,18
평택문화원 웃다리문화촌,5,5,127.0082176,37.06878654,10
평택복합휴게소주유소 평택방향,5,5,126.9445333,37.04460346,10
평택비전지웰푸르지오아파트,10,5,127.1225101,36.99743397,15
평택소풍정원 캠핑장,5,5,127.0186025,37.01114892,10
평택시농업생태원,15,15,126.7650036,36.14231839,30
평택역,57,53,127.0852911,36.99098236,110
평택역 1호선,13,12,127.085273,36.99084901,25
평택일등마트,5,3,127.1036767,37.02844727,8
평택지제역,9,8,127.0698327,37.01878181,17
평택해장왕,5,5,127.0583665,37.07050793,10
평택햇살들주말농장,4,4,126.8663152,37.02508327,8
평택호 둘레길,5,4,126.2567055,33.40567956,9
평택호관광단지,11,11,126.912922,36.9148246,22
평택호예술공원,4,4,126.9239842,36.92195084,8
평화누리공원 바람의언덕,5,5,126.7430603,37.8922482,10
평화누리길 3코스(한강철책길),3,3,126.6461393,37.74456512,6
평화누리캠핑장,20,20,126.7484548,37.89605135,40
평화랜드,24,25,126.742019,37.89042995,49
평화문화진지,8,9,127.0470783,37.69080868,17
평화시장,5,5,127.0082632,37.56945495,10
평화식당,8,8,127.5496517,37.88612657,16
평화연남,2,3,126.9247519,37.56251161,5
평화의공원,8,8,126.8949472,37.56247083,16
포곡농협 본점,3,3,127.2295457,37.27665417,6
포곡농협하나로마트 본점,4,3,127.229892,37.2763138,7
포공영커피,23,25,127.1624879,37.78127335,48
포근베이커리,2,3,127.0964896,37.16591474,5
포근펜션,3,6,127.4589953,37.81859542,9
포남사골옹심이,5,5,128.9073738,37.76502628,10
포담,5,5,126.9734466,37.57637009,10
포도 을지로점,4,4,126.9903869,37.56565174,8
포도밭할머니칼국수전문점,10,11,126.5701574,37.28068979,21
포도원삼계탕 영종운서역점,3,3,126.4966299,37.49119317,6
포동푸딩 용산점,5,5,126.9614325,37.5242735,10
포디움126,3,4,126.6241905,37.47106456,7
포레나노원아파트,5,5,127.0623007,37.66397678,10
포레리버5972,5,5,127.1746014,37.51753313,10
포레리움,8,8,126.6290099,37.66522889,16
포레스타호텔,18,18,126.9580271,37.5841759,36
포레스트,4,4,129.2097415,35.8388301,8
포레스트 호수공원점,1,2,127.095228,37.16728176,3
포레스트아웃팅스 송도점,37,37,126.652362,37.42015453,74
포레스트아웃팅스 일산점,5,5,126.8134758,37.66561618,10
포레스트파크,5,5,127.109536,37.55781311,10
포르쉐 존더분쉬 하우스,3,4,126.9858654,35.32477981,7
포마토김밥,5,5,126.9596865,37.50721807,10
포말커피,5,5,126.927867,37.48579141,10
포메인 기흥구청점,5,5,127.1126334,37.28003444,10
포메인 송탄신장점,4,4,127.0530989,37.08101419,8
포메인 에버랜드직영점,5,5,127.2005216,37.29150643,10
포메인 코엑스점,5,5,127.0582044,37.51098402,10
포모르,5,5,127.1109675,37.51489984,10
포브라더스 종로점,4,4,126.9835865,37.57075153,8
포비 광화문점,5,5,126.9789273,37.57100667,10
포비 디엠지점,11,12,126.7402422,37.88942419,23
포비 파미에스테이션점,4,4,127.00437,37.50309917,8
포사이,4,4,127.3502841,37.47718783,8
포세이돈,8,8,127.5178785,37.70140499,16
포스트커피하우스 현대백화점 판교점,5,5,127.1121245,37.39295208,10
포스트포에틱스,5,5,127.0001448,37.5361111,10
포시즌스호텔 더마켓키친,1,1,126.975373,37.57070325,2
포시즌스호텔 서울,20,20,126.9754047,37.57068163,40
포식 구리인창점,3,4,127.1388733,37.60693051,7
포썸,5,5,127.0182213,37.59415187,10
포어플랜,3,5,127.0475011,37.54823891,8
포엠,3,3,126.9837738,37.56306066,6
포옥,3,4,127.1658907,37.77500692,7
포은 정몽주 선생 묘 (지역축제 포은문화제 개최),5,5,129.125325,35.56499638,10
포지타노 송파점,4,4,127.1096589,37.51265216,8
포지티브 인사동점,3,4,126.9835177,37.57460958,7
포차84,2,2,126.7882225,37.18464007,4
포차천국 인천옥련점,5,5,126.6444094,37.42389081,10
포천 가람누리  문화공원,4,4,127.2140422,38.0789302,8
포천 포레스트풀빌라,5,5,127.2775155,37.97367537,10
포천5일장,10,10,127.2025632,37.89405924,20
포천그린별캠핑장,4,3,127.1229982,37.95661886,7
포천농협하나로마트,4,4,127.2067309,37.90130099,8
포천농협하나로마트 창수점,5,5,127.1886908,37.99103755,10
포천반월성,5,5,127.2203643,37.89354436,10
포천산정호수명성산 억새꽃축제,2,5,127.3239249,38.06817885,7
포천아트밸리,90,97,127.2372456,37.92317415,187
포천이동갈비직판장,3,3,127.3665933,38.03622231,6
포천종합운동장,3,3,127.2006414,37.8880226,6
포천천,3,3,127.1452147,37.82275985,6
포천패션타운,5,5,127.12859,37.79856502,10
포천한탄강하늘다리,11,13,127.2192124,38.08398141,24
포케 올데이 철산점,3,4,126.8680834,37.47933272,7
포케올데이 평택역점,5,5,127.0869733,36.99246612,10
포퀸스카페,4,4,126.3051056,33.27627648,8
포크,3,3,126.6608122,37.38102177,6
포크너 인계점,4,5,127.0357099,37.26339536,9
포크포크 매콤돈가스&칡불냉면,5,5,126.971364,37.29681504,10
포탈,10,10,127.0241489,37.50255798,20
포토 시그니처 다산도농점,5,5,127.1628507,37.60843875,10
포토그레이 서울연남점,4,3,126.9246173,37.56010766,7
포토시그니처 서울대학로점,4,4,126.9995879,37.58290528,8
포토시그니처 서촌점,5,5,126.9719474,37.57748157,10
포토시그니처 수원행궁점,4,4,127.0139212,37.28541145,8
포토시그니처 홍대1호점,9,9,126.9218454,37.55269065,18
포토아이브 수원행궁점,3,3,127.0117219,37.28368619,6
포토이즘박스 건대점,3,4,127.0681458,37.54130192,7
포토이즘박스 성수점,5,5,127.0407379,37.54717736,10
포토이즘박스 수원행궁점,4,4,127.0139156,37.28558355,8
포토하임,5,5,127.0127221,37.2851065,10
포트링공방,4,4,126.9234909,37.55925099,8
포포민즈낫띵,4,4,127.0455131,37.54685126,8
포포인츠 바이 쉐라톤 조선 서울명동,20,20,126.9893388,37.56551831,40
포포인츠 바이 쉐라톤 조선 서울역,14,14,126.9728654,37.55103563,28
포포인츠 바이쉐라톤 서울강남,5,6,127.0284927,37.52029328,11
포포인츠 바이쉐라톤 서울구로,19,19,126.8988844,37.48317255,38
포포팩토리,8,7,127.5175659,37.82541695,15
포폴로피자 PIZZERIA DEL POPOLO,4,5,126.7730462,37.65854471,9
포피나,5,5,127.0401496,37.54734875,10
포항경주공항,5,5,129.4340775,35.98426914,10
포항고속버스터미널,15,15,129.3676001,36.02805496,30
포항시청 고속버스 간이승강장,3,3,127.150575,36.80777948,6
포항역,15,15,129.3419282,36.07160518,30
폰테베키오,4,4,126.7921977,35.13801242,8
폰트커피 문래점,3,4,126.8925699,37.51224875,7
폴라스튜디오 연남점,4,4,126.926998,37.56194809,8
폴로관광호텔,6,8,126.7352359,37.40094776,14
폴루이트,3,4,126.9854024,37.56966337,7
폴리스 광화문D타워점,3,4,126.9789272,37.57106794,7
폴바셋 AK플라자 홍대점,3,4,126.9264917,37.55773922,7
폴바셋 광교엘포트몰점,4,4,127.0583757,37.2874162,8
폴바셋 광화문점,15,15,126.9789896,37.57478726,30
폴바셋 롯데본점,5,5,126.981788,37.56514888,10
폴바셋 롯데월드몰점,4,4,127.1040841,37.51370957,8
폴바셋 롯데잠실점,5,5,127.0985576,37.51203484,10
폴바셋 송도트리플스트리트점,5,5,126.6607996,37.37980806,10
폴바셋 여의도IFC몰점,8,8,126.9248381,37.52514002,16
폴바셋 용산아이파크몰점,4,4,126.9645327,37.52887074,8
폴바셋 코리아나호텔점,4,4,126.9767378,37.56801586,8
폴바셋 파미에스테이션점,3,2,127.0036371,37.50286403,5
폴스타베이커스,5,5,126.9070011,37.61716666,10
폴스타아트 갤러리,4,4,127.0435445,37.54755478,8
